"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_4","mem",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_4","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_4","mem",2,0.62,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_4","mem",3,0.376,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_4","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_4","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_4","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_5","mem",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_5","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_5","mem",2,0.467,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_5","mem",3,0.762,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_5","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_5","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_5","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_1","cpu",2,0.453,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_1","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_1","cpu",2,0.077,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_1","cpu",3,0.133,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_1","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_1","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_1","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_2","cpu",1,0.003,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_2","cpu",2,0.1,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_2","cpu",3,0.514,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_2","cpu",2,0.053,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_2","cpu",3,0.343,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_2","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_2","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_2","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_3","cpu",2,0.527,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_3","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_3","cpu",2,0.167,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_3","cpu",3,0.298,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_3","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_3","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_3","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_4","cpu",2,0.583,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_4","cpu",3,0.315,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_4","cpu",2,0.283,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_4","cpu",3,0.309,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_4","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_4","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_4","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_5","cpu",2,0.343,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_5","cpu",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_5","cpu",2,0.02,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_5","cpu",3,0.05,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_5","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_5","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_5","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_1","delay",2,0.97,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_1","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_1","delay",2,0.37,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_1","delay",3,0.613,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_1","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_1","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_1","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_2","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_2","delay",2,0.98,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_2","delay",3,0.646,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_2","delay",1,0.01,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_2","delay",2,0.087,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_2","delay",3,0.227,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_2","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_2","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_2","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_3","delay",2,0.967,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_3","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_3","delay",2,0.107,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_3","delay",3,0.243,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_3","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_3","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_3","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_4","delay",2,0.983,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_4","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_4","delay",2,0.097,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_4","delay",3,0.033,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_4","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_4","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_4","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_5","delay",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_5","delay",3,0.652,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_5","delay",2,0.027,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_5","delay",3,0.017,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_5","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_5","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_5","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_1","disk",2,0.993,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_1","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_1","disk",2,0.137,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_1","disk",3,0.18,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_1","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_1","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_1","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_2","disk",2,0.953,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_2","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_2","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_2","disk",2,0.553,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_2","disk",3,1,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_2","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_2","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_2","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_3","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_3","disk",2,0.97,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_3","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_3","disk",1,0.01,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_3","disk",2,0.063,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_3","disk",3,0.295,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_3","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_3","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_3","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_4","disk",2,0.957,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_4","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_4","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_4","disk",2,0.073,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_4","disk",3,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_4","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_4","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_4","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_5","disk",2,0.98,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_5","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_5","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_5","disk",2,0.04,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_5","disk",3,0.721,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_5","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_5","disk",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_5","disk",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_1","mem",2,0.343,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_1","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_1","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_1","mem",2,0.47,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_1","mem",3,0.541,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_1","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_1","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_1","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_2","mem",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_2","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_2","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_2","mem",2,0.28,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_2","mem",3,0.602,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_2","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_2","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_2","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_3","mem",2,0.327,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_3","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_3","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_3","mem",2,0.617,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_3","mem",3,0.941,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_3","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_3","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_3","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_4","mem",2,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_4","mem",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_4","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_4","mem",2,0.487,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_4","mem",3,0.972,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_4","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_4","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_4","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_5","mem",2,0.987,TRUE
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_5","mem",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_5","mem",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_5","mem",2,0.54,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_5","mem",3,0.663,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_5","mem",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_5","mem",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_5","mem",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_1","cpu",2,0.937,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_1","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_1","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_1","cpu",2,0.02,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_1","cpu",3,0.11,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_1","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_1","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_1","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_2","cpu",2,0.997,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_2","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_2","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_2","cpu",2,0.45,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_2","cpu",3,0.481,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_2","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_2","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_2","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_3","cpu",2,0.197,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_3","cpu",3,0,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_3","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_3","cpu",2,0.017,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_3","cpu",3,0.044,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_3","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_3","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_3","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_4","cpu",2,1,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_4","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_4","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_4","cpu",2,0.357,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_4","cpu",3,0.282,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_4","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_4","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_4","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_5","cpu",2,0.967,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_5","cpu",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_5","cpu",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_5","cpu",2,0.147,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_5","cpu",3,0.193,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_5","cpu",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_5","cpu",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_5","cpu",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_1","delay",2,0.473,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_1","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_1","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_1","delay",2,0.833,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_1","delay",3,0.928,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_1","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_1","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_1","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_2","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_2","delay",2,0.01,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_2","delay",3,0.674,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_2","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_2","delay",2,0.94,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_2","delay",3,1,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_2","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_2","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_2","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_3","delay",2,0.977,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_3","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_3","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_3","delay",2,0.363,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_3","delay",3,0.597,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_3","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_3","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_3","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_4","delay",2,0.88,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_4","delay",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_4","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_4","delay",2,0.697,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_4","delay",3,0.923,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_4","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_4","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_4","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_5","delay",2,0.313,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_5","delay",3,0.663,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_5","delay",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_5","delay",2,0.71,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_5","delay",3,0.934,TRUE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_5","delay",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_5","delay",2,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_5","delay",3,0,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_1","disk",2,0.783,TRUE
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_1","disk",3,1,TRUE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_1","disk",1,0.007,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_1","disk",2,0.07,FALSE
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_1","disk",3,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_1","disk",1,0,FALSE
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_1","disk",2,0,FALSE
